-100; 0,2; 
-99; 0,19602; 
-98; 0,19208; 
-97; 0,18818; 
-96; 0,18432; 
-95; 0,1805; 
-94; 0,17672; 
-93; 0,17298; 
-92; 0,16928; 
-91; 0,16562; 
-90; 0,162; 
-89; 0,15842; 
-88; 0,15488; 
-87; 0,15138; 
-86; 0,14792; 
-85; 0,1445; 
-84; 0,14112; 
-83; 0,13778; 
-82; 0,13448; 
-81; 0,13122; 
-80; 0,128; 
-79; 0,12482; 
-78; 0,12168; 
-77; 0,11858; 
-76; 0,11552; 
-75; 0,1125; 
-74; 0,10952; 
-73; 0,10658; 
-72; 0,10368; 
-71; 0,10082; 
-70; 0,098; 
-69; 0,09522; 
-68; 0,09248; 
-67; 0,08978; 
-66; 0,08712; 
-65; 0,0845; 
-64; 0,08192; 
-63; 0,07938; 
-62; 0,07688; 
-61; 0,07442; 
-60; 0,072; 
-59; 0,06962; 
-58; 0,06728; 
-57; 0,06498; 
-56; 0,06272; 
-55; 0,0605; 
-54; 0,05832; 
-53; 0,05618; 
-52; 0,05408; 
-51; 0,05202; 
-50; 0,05; 
-49; 0,04802; 
-48; 0,04608; 
-47; 0,04418; 
-46; 0,04232; 
-45; 0,0405; 
-44; 0,03872; 
-43; 0,03698; 
-42; 0,03528; 
-41; 0,03362; 
-40; 0,032; 
-39; 0,03042; 
-38; 0,02888; 
-37; 0,02738; 
-36; 0,02592; 
-35; 0,0245; 
-34; 0,02312; 
-33; 0,02178; 
-32; 0,02048; 
-31; 0,01922; 
-30; 0,018; 
-29; 0,01682; 
-28; 0,01568; 
-27; 0,01458; 
-26; 0,01352; 
-25; 0,0125; 
-24; 0,01152; 
-23; 0,01058; 
-22; 0,00968; 
-21; 0,00882; 
-20; 0,008; 
-19; 0,00722; 
-18; 0,00648; 
-17; 0,00578; 
-16; 0,00512; 
-15; 0,0045; 
-14; 0,00392; 
-13; 0,00338; 
-12; 0,00288; 
-11; 0,00242; 
-10; 0,002; 
-9; 0,00162; 
-8; 0,00128; 
-7; 0,00098; 
-6; 0,00072; 
-5; 0,0005; 
-4; 0,00032; 
-3; 0,00018; 
-2; 8e-05; 
-1; 2e-05; 
0; -7,15717e-18; 
1; 2e-05; 
2; 8e-05; 
3; 0,00018; 
4; 0,00032; 
5; 0,0005; 
6; 0,00072; 
7; 0,00098; 
8; 0,00128; 
9; 0,00162; 
10; 0,002; 
11; 0,00242; 
12; 0,00288; 
13; 0,00338; 
14; 0,00392; 
15; 0,0045; 
16; 0,00512; 
17; 0,00578; 
18; 0,00648; 
19; 0,00722; 
20; 0,008; 
21; 0,00882001; 
22; 0,00968003; 
23; 0,0105801; 
24; 0,0115202; 
25; 0,0125005; 
26; 0,0135211; 
27; 0,0145824; 
28; 0,0156851; 
29; 0,0168304; 
30; 0,0180206; 
31; 0,0192597; 
32; 0,0205543; 
33; 0,0219148; 
34; 0,0233572; 
35; 0,0249049; 
36; 0,0265899; 
37; 0,0284527; 
38; 0,0305404; 
39; 0,0328991; 
40; 0,0355595; 
41; 0,0385128; 
42; 0,0416735; 
43; 0,0448294; 
44; 0,04758; 
45; 0,0492683; 
46; 0,0489179; 
47; 0,0451904; 
48; 0,0363833; 
49; 0,0204895; 
50; -0,00466477; 
51; -0,0411949; 
52; -0,0908544; 
53; -0,154678; 
54; -0,232622; 
55; -0,323257; 
56; -0,423592; 
57; -0,529081; 
58; -0,633859; 
59; -0,731202; 
60; -0,814177; 
61; -0,876401; 
62; -0,91279; 
63; -0,920196; 
64; -0,897804; 
65; -0,847242; 
66; -0,772367; 
67; -0,678777; 
68; -0,573129; 
69; -0,462366; 
70; -0,352987; 
71; -0,250455; 
72; -0,158807; 
73; -0,0805; 
74; -0,0164688; 
75; 0,0336431; 
76; 0,0711534; 
77; 0,0979754; 
78; 0,116274; 
79; 0,128189; 
80; 0,135635; 
81; 0,140195; 
82; 0,143084; 
83; 0,145165; 
84; 0,147; 
85; 0,148919; 
86; 0,151086; 
87; 0,153556; 
88; 0,156319; 
89; 0,159339; 
90; 0,162568; 
91; 0,165959; 
92; 0,169477; 
93; 0,173091; 
94; 0,17678; 
95; 0,180532; 
96; 0,184336; 
97; 0,188188; 
98; 0,192084; 
99; 0,196022; 
